Link,Title,Ingredients
https://www.allrecipes.com/recipe/254912/pear-cake-with-cinnamon-buttercream-frosting/,Pear Cake with Cinnamon Buttercream Frosting,"['pear', 'egg', 'sugar', 'flour', 'salt', 'baking soda', 'butter', 'sugar', 'vanilla', 'milk']"
https://www.allrecipes.com/recipe/245832/pear-clafouti/,Pear Clafouti,"['butter', 'pear', 'eel', 'egg', 'sugar', 'flour', 'lemon', 'vanilla', 'salt', 'sugar']"
https://www.allrecipes.com/recipe/275903/pear-clafoutis/,Pear Clafoutis,"['butter', 'salt', 'egg', 'sugar', 'milk', 'salt', 'vanilla', 'almond', 'flour', 'pear', 'almond', 'sugar']"
https://www.allrecipes.com/recipe/269629/pear-cobbler/,Pear Cobbler,"['lemon', 'pear', 'egg', 'milk', 'flour', 'baking powder', 'sugar', 'sugar', 'butter', 'corn', 'sugar']"
https://www.allrecipes.com/recipe/9175/pear-conserve-with-cherries-and-hazelnuts/,Pear Conserve with Cherries and Hazelnuts,"['pear', 'cherries', 'red wine', 'vinegar', 'sugar', 'ginger', 'pepper', 'salt']"
https://www.allrecipes.com/recipe/237581/pear-cranberry-scones/,Pear Cranberry Scones,"['flour', 'sugar', 'baking powder', 'baking soda', 'chocolate', 'milk', 'coconut', 'orange', 'cranberries', 'cranberries', 'orange', 'oil', 'pear', 'eel', 'sugar', 'orange', 'salt', 'orange']"
https://www.allrecipes.com/recipe/245878/pear-frangipane-tart/,Pear Frangipane Tart,"['butter', 'sugar', 'egg', 'flour', 'seed', 'almond', 'sugar', 'egg', 'butter', 'almond', 'flour', 'baking powder', 'pear']"
https://www.allrecipes.com/recipe/25256/pear-fritters/,Pear Fritters,"['olive oil', 'oil', 'olive', 'pear', 'eel', 'flour', 'baking powder', 'salt', 'pepper', 'egg', 'milk', 'oil']"
https://www.allrecipes.com/recipe/273432/pear-galette-with-mascarpone/,Pear Galette with Mascarpone,"['cheese', 'cheese', 'carp', 'sugar', 'vanilla', 'pear', 'eel', 'corn', 'lemon', 'sugar']"
https://www.allrecipes.com/recipe/234492/pear-ginger-soy-salad/,Pear Ginger Soy Salad,"['onion', 'pepper', 'orange', 'spray', 'olive oil', 'oil', 'olive', 'garlic', 'ginger', 'pear', 'sauce', 'cucumber']"
https://www.allrecipes.com/recipe/260771/pear-hedgehog/,Pear Hedgehog,"['almond', 'pear']"
https://www.allrecipes.com/recipe/75639/pear-honey/,Pear Honey,"['pear', 'eel', 'apple', 'pineapple', 'sugar']"
https://www.allrecipes.com/recipe/36466/pear-honey-cranberry-sauce/,Pear Honey Cranberry Sauce,"['water', 'sugar', 'pear', 'eel', 'cranberries', 'cranberries', 'honey', 'lemon', 'lemon']"
https://www.allrecipes.com/recipe/228625/pear-jam/,Pear Jam,"['pear', 'spice', 'lemon', 'sugar', 'butter']"
https://www.allrecipes.com/recipe/233472/pear-manhattan-cocktail/,Pear Manhattan Cocktail,"['pear', 'pear']"
https://www.allrecipes.com/recipe/268667/pear-mimosa/,Pear Mimosa,"['ham', 'pear']"
https://www.allrecipes.com/recipe/13705/pear-mincemeat-with-apricots/,Pear Mincemeat with Apricots,"['sugar', 'spice', 'salt', 'pear', 'eel', 'orange', 'eel', 'seed', 'lemon', 'apple', 'eel', 'vinegar']"
https://www.allrecipes.com/recipe/254732/pear-nachos/,Pear Nachos,"['chocolate', 'milk', 'pear', 'vanilla']"
https://www.allrecipes.com/recipe/233068/pear-or-apple-cobbler/,Pear or Apple Cobbler,"['pear', 'lemon', 'syrup', 'butter', 'sugar', 'butter', 'flour']"
https://www.allrecipes.com/recipe/234491/pear-pie/,Pear Pie,"['pear', 'sour cream', 'sugar', 'flour', 'egg', 'vanilla', 'salt', 'flour', 'butter', 'sugar']"
https://www.allrecipes.com/recipe/12579/pear-pie-i/,Pear Pie I,"['sugar', 'flour', 'ginger', 'pear', 'eel', 'lemon', 'sugar']"
https://www.allrecipes.com/recipe/23767/pear-pie-ii/,Pear Pie II,"['egg', 'flour', 'sugar', 'almond', 'butter', 'pear', 'eel']"
https://www.allrecipes.com/recipe/91511/pear-pie-iii/,Pear Pie III,"['pear', 'eel', 'sugar', 'butter', 'flour', 'vanilla', 'egg']"
https://www.allrecipes.com/recipe/239285/pear-pizza-appetizer/,Pear Pizza Appetizer,"['bread', 'olive oil', 'oil', 'olive', 'cheese', 'pear', 'almond', 'honey', 'vinegar']"
https://www.allrecipes.com/recipe/229226/pear-pockets/,Pear Pockets,"['spray', 'butter', 'peanut', 'peanut butter', 'pear', 'cheese']"
https://www.allrecipes.com/recipe/141864/pear-pomatini/,Pear Pomatini,"['pear', 'lime', 'seed', 'pear']"
https://www.allrecipes.com/recipe/26043/pear-preserves-cake/,Pear Preserves Cake,"['butter', 'sugar', 'egg', 'butter', 'milk', 'baking soda', 'flour', 'spice', 'flour', 'pear', 'egg', 'sugar', 'milk', 'sugar', 'butter']"
https://www.allrecipes.com/recipe/222276/pear-relish/,Pear Relish,"['pear', 'onion', 'pepper', 'seed', 'pepper', 'apple', 'vinegar', 'sugar', 'mustard', 'salt']"
https://www.allrecipes.com/recipe/235747/pear-salad/,Pear Salad,"['pear', 'lemon', 'cheese', 'milk']"
https://www.allrecipes.com/recipe/72186/pear-salad-i/,Pear Salad I,"['pear', 'eel', 'shallot', 'garlic', 'mustard', 'vinegar', 'cheese', 'walnut']"
https://www.allrecipes.com/recipe/77152/pear-salad-ii/,Pear Salad II,"['pear', 'mayonnaise', 'cheese', 'cherries']"
https://www.allrecipes.com/recipe/259906/pear-sauce-with-ginger-and-red-wine/,Pear Sauce with Ginger and Red Wine,"['pear', 'eel', 'red wine', 'sugar', 'eel', 'ginger']"
https://www.allrecipes.com/recipe/149543/pear-scones/,Pear Scones,"['flour', 'sugar', 'baking powder', 'salt', 'butter', 'egg', 'pear']"
https://www.allrecipes.com/recipe/176287/pear-sour-cream-pie/,Pear Sour Cream Pie,"['sugar', 'sour cream', 'flour', 'egg', 'vanilla', 'salt', 'pear', 'eel', 'flour', 'sugar', 'butter']"
https://www.allrecipes.com/recipe/26898/pear-spread-for-fruit-bread/,Pear Spread for Fruit Bread,"['pear', 'eel', 'ginger', 'vanilla', 'sugar']"
https://www.allrecipes.com/recipe/276034/pear-tart-with-shortbread-crust/,Pear Tart with Shortbread Crust,"['spray', 'flour', 'sugar', 'salt', 'butter', 'salt', 'cheese', 'sugar', 'egg', 'vanilla', 'pear', 'sugar']"
https://www.allrecipes.com/recipe/269514/pear-tarte-tatin/,Pear Tarte Tatin,"['ginger', 'sugar', 'pear', 'butter', 'salt', 'sugar', 'salt']"
https://www.allrecipes.com/recipe/268296/pear-upside-down-graham-cake/,Pear Upside-Down Graham Cake,"['butter', 'salt', 'sugar', 'pear', 'eel', 'flour', 'ham', 'flour', 'baking powder', 'baking soda', 'ginger', 'salt', 'butter', 'salt', 'sugar', 'seed', 'grapes', 'oil', 'honey', 'egg', 'vanilla', 'milk']"
https://www.allrecipes.com/recipe/218334/pear-vinaigrette/,Pear Vinaigrette,"['pear', 'eel', 'white wine', 'garlic', 'mustard', 'vinegar', 'pepper', 'salt', 'olive oil', 'oil', 'olive']"
https://www.allrecipes.com/recipe/234640/pear-walnut-wheat-berry-salad/,Pear Walnut Wheat Berry Salad,"['water', 'walnut', 'oil', 'vinegar', 'mustard', 'oregano', 'pepper', 'pear', 'cheese', 'cranberries', 'cranberries', 'onion']"
https://www.allrecipes.com/recipe/259438/pear-almond-frangipane-tartada/,"Pear, Almond, Frangipane Tartada","['almond', 'egg', 'salt', 'pear', 'lemon', 'almond']"
https://www.allrecipes.com/recipe/275064/pear-blue-cheese-and-walnut-pizza/,"Pear, Blue Cheese, and Walnut Pizza","['butter', 'salt', 'thyme', 'lemon', 'garlic', 'salt', 'pepper', 'vegetable oil', 'oil', 'onion', 'walnut', 'dough', 'pear', 'bacon', 'cheese']"
https://www.allrecipes.com/recipe/275065/pear-caramelized-onion-and-brie-quesadillas/,"Pear, Caramelized Onion, and Brie Quesadillas","['olive oil', 'oil', 'olive', 'onion', 'honey', 'thyme', 'pepper', 'salt', 'flour', 'spray', 'cheese', 'pear']"
https://www.allrecipes.com/recipe/104678/pear-feta-and-lettuce-salad/,"Pear, Feta, and Lettuce Salad","['lettuce', 'cheese', 'pear', 'pear']"
https://www.allrecipes.com/recipe/7133/pear-a-dise-muffins/,Pear-a-dise Muffins,"['flour', 'flour', 'baking soda', 'baking powder', 'salt', 'vegetable oil', 'oil', 'honey', 'egg', 'pear']"
https://www.allrecipes.com/recipe/279660/pear-almond-tart-with-graham-cracker-crust/,Pear-Almond Tart with Graham Cracker Crust,"['almond', 'sugar', 'butter', 'salt', 'flour', 'egg', 'ham', 'sugar', 'butter', 'salt', 'pear']"
https://www.allrecipes.com/recipe/263850/pear-fig-salad/,Pear-Fig Salad,"['lettuce', 'pear', 'eel', 'cheese', 'onion', 'olive oil', 'oil', 'olive', 'vinegar', 'pepper', 'salt']"
https://www.allrecipes.com/recipe/222927/pear-mango-salsa/,Pear-Mango Salsa,"['tomato', 'mango', 'eel', 'onion', 'pear', 'pepper', 'seed', 'banana', 'pepper', 'seed', 'lime', 'garlic', 'salt']"
https://www.allrecipes.com/recipe/269478/pear-pecan-cheese-ball/,Pear-Pecan Cheese Ball,"['cheese', 'cheese', 'pear', 'salt', 'pepper']"
https://www.allrecipes.com/recipe/24334/pearl-baked-cream-onions/,Pearl Baked Cream Onions,"['pear', 'onion', 'salt', 'pepper', 'butter', 'butter']"
https://www.allrecipes.com/recipe/229246/pearl-barley-casserole/,Pearl Barley Casserole,"['butter', 'onion', 'celery', 'pear', 'mushroom', 'pepper', 'chicken', 'pepper', 'salt']"
https://www.allrecipes.com/recipe/239813/pearl-couscous-salad/,Pearl Couscous Salad,"['olive oil', 'oil', 'olive', 'pear', 'water', 'water', 'tomato', 'seed', 'cucumber', 'pepper', 'cranberries', 'cranberries', 'onion', 'onion', 'olive oil', 'oil', 'olive', 'lemon', 'honey', 'pepper', 'salt']"
https://www.allrecipes.com/recipe/228984/pearl-couscous-with-lentils-carrots-spinach-and-corn/,"Pearl Couscous with Lentils, Carrots, Spinach, and Corn","['oil', 'onion', 'garlic', 'carrot', 'corn', 'white wine', 'chicken', 'chicken', 'white wine', 'pear', 'chicken', 'white wine', 'spinach', 'lemon', 'pepper']"
https://www.allrecipes.com/recipe/278886/pears-and-dried-fruits-in-a-tagine/,Pears and Dried Fruits in a Tagine,"['lemon', 'honey', 'vanilla', 'pear', 'eel', 'almond']"
https://www.allrecipes.com/recipe/239303/pears-baked-in-amaretto-cream/,Pears Baked in Amaretto Cream,"['butter', 'sugar', 'pear']"
https://www.allrecipes.com/recipe/35940/pears-covered-with-chocolate/,Pears Covered with Chocolate,"['water', 'sugar', 'pear', 'eel', 'chocolate']"
https://www.allrecipes.com/recipe/282725/pears-in-brown-sugar-sauce/,Pears in Brown Sugar Sauce,"['pear', 'butter', 'salt', 'sugar', 'water']"
https://www.allrecipes.com/recipe/45771/pears-in-chocolate-sauce/,Pears in Chocolate Sauce,"['pear', 'eel', 'lemon', 'water', 'sugar', 'vanilla', 'chocolate', 'butter', 'cherries']"
https://www.allrecipes.com/recipe/151060/pears-panos/,Pears Panos,"['pear', 'sugar', 'vanilla', 'orange']"
https://www.allrecipes.com/recipe/161614/peas-and-grits/,Peas and Grits,"['vegetable oil', 'oil', 'onion', 'pepper', 'seed', 'thyme', 'tomato', 'sauce', 'tomato', 'salt', 'salt', 'pepper', 'water']"
https://www.allrecipes.com/recipe/202346/peas-and-macaroni-soup/,Peas and Macaroni Soup,"['olive oil', 'oil', 'olive', 'garlic', 'onion', 'chicken', 'garlic', 'salt', 'pepper', 'pasta']"
https://www.allrecipes.com/recipe/233413/peas-and-pancetta/,Peas and Pancetta,"['olive oil', 'oil', 'olive', 'onion', 'white wine', 'thyme', 'pepper', 'salt']"
https://www.allrecipes.com/recipe/254835/peas-and-pesto-pasta-primavera/,Peas and Pesto Pasta Primavera,"['broccoli', 'carrot', 'cauliflower', 'basil', 'milk', 'cheese']"
https://www.allrecipes.com/recipe/86042/peas-au-gratin/,Peas au Gratin,"['egg', 'thyme', 'garlic', 'cheese', 'pepper', 'salt', 'eel', 'potato', 'olive oil', 'oil', 'olive', 'butter']"
https://www.allrecipes.com/recipe/16516/peas-rice/,Peas Rice,"['rice', 'butter', 'pepper', 'ginger', 'salt', 'sugar', 'water']"
https://www.allrecipes.com/recipe/231136/peas-supreme/,Peas Supreme,"['bacon', 'onion', 'pepper', 'salt', 'sauce', 'mushroom']"
https://www.allrecipes.com/recipe/41455/peas-with-mushrooms/,Peas with Mushrooms,"['onion', 'garlic', 'butter', 'mushroom', 'sugar', 'salt', 'thyme', 'pepper']"
https://www.allrecipes.com/recipe/254909/peas-carrots-candied-walnut-salad/,"Peas, Carrots & Candied Walnut Salad","['lettuce', 'carrot', 'cheese', 'mustard', 'vinegar', 'vinegar', 'oil', 'walnut', 'salt', 'pepper', 'walnut']"
https://www.allrecipes.com/recipe/17853/peasant-bread/,Peasant Bread,"['water', 'sugar', 'salt', 'bread', 'flour', 'yeast']"
https://www.allrecipes.com/recipe/19522/peasant-soup/,Peasant Soup,"['olive oil', 'oil', 'olive', 'bacon', 'onion', 'shallot', 'celery', 'garlic', 'beans', 'carrot', 'cabbage', 'pepper', 'salt']"
https://www.allrecipes.com/recipe/109087/peastachio/,Peastachio,"['butter', 'bread']"
https://www.allrecipes.com/recipe/79471/pebber-nodder-danish-christmas-cookies/,Pebber Nodder (Danish Christmas Cookies),"['butter', 'sugar', 'egg', 'flour']"
https://www.allrecipes.com/recipe/274079/pebre/,Pebre,"['pepper', 'seed', 'tomato', 'eel', 'onion', 'eel', 'garlic', 'lime', 'olive oil', 'oil', 'olive', 'red wine', 'vinegar', 'pepper', 'salt', 'pepper']"
https://www.allrecipes.com/recipe/238347/pecan-almond-date-bars/,Pecan Almond Date Bars,"['almond', 'flour', 'seed', 'salt', 'baking powder', 'baking soda', 'syrup', 'vanilla']"
https://www.allrecipes.com/recipe/12568/pecan-and-chocolate-espresso-pie/,Pecan And Chocolate Espresso Pie,"['flour', 'salt', 'butter', 'salt', 'water', 'egg', 'butter', 'salt', 'sugar', 'vanilla', 'cocoa', 'salt', 'syrup', 'corn']"
https://www.allrecipes.com/recipe/219075/pecan-and-apricot-sourdough-bread-stuffing/,Pecan and Apricot Sourdough Bread Stuffing,"['dough', 'bread', 'butter', 'onion', 'celery', 'pepper', 'salt', 'chicken', 'egg']"
https://www.allrecipes.com/recipe/9781/pecan-and-sour-cream-sandies/,Pecan and Sour Cream Sandies,"['flour', 'butter', 'baking powder', 'sugar', 'egg', 'sour cream', 'vanilla', 'egg', 'sugar', 'lemon', 'salt']"
https://www.allrecipes.com/recipe/142631/pecan-baked-scallops/,Pecan Baked Scallops,"['scallop', 'white wine', 'lemon', 'pepper', 'salt', 'butter']"
https://www.allrecipes.com/recipe/277200/pecan-balls/,Pecan Balls,"['butter', 'sugar', 'flour', 'water', 'vanilla', 'sugar']"
https://www.allrecipes.com/recipe/230203/pecan-banana-cupcakes/,Pecan Banana Cupcakes,"['butter', 'cheese', 'sugar', 'sugar', 'egg', 'oil', 'sauce', 'apple', 'flour', 'baking soda', 'baking powder', 'salt', 'banana', 'vanilla', 'butter', 'cheese', 'sugar', 'vanilla']"
https://www.allrecipes.com/recipe/9644/pecan-bars-i/,Pecan Bars I,"['flour', 'salt', 'sugar', 'salt', 'flour', 'egg', 'coconut']"
https://www.allrecipes.com/recipe/15126/pecan-bars-ii/,Pecan Bars II,"['butter', 'sugar', 'chocolate']"
https://www.allrecipes.com/recipe/8577/pecan-breaded-chicken-breasts/,Pecan Breaded Chicken Breasts,"['chicken', 'syrup', 'flour', 'salt', 'butter', 'vegetable oil', 'oil']"
https://www.allrecipes.com/recipe/277481/pecan-brittle/,Pecan Brittle,"['baking soda', 'water', 'vanilla', 'sugar', 'water', 'syrup', 'corn', 'butter']"
https://www.allrecipes.com/recipe/277480/pecan-brittle-microwave/,Pecan Brittle (Microwave),"['sugar', 'syrup', 'corn', 'butter', 'vanilla', 'baking soda']"
https://www.allrecipes.com/recipe/10662/pecan-butter-balls/,Pecan Butter Balls,"['flour', 'sugar', 'vanilla', 'sugar']"
https://www.allrecipes.com/recipe/20387/pecan-butterscotch-pie/,Pecan Butterscotch Pie,"['sugar', 'corn', 'salt', 'milk', 'syrup', 'corn', 'egg', 'butter', 'vanilla', 'egg', 'salt', 'sugar']"
https://www.allrecipes.com/recipe/236761/pecan-cajun-cake/,Pecan Cajun Cake,"['flour', 'apple', 'pineapple', 'sugar', 'egg', 'baking soda', 'salt', 'sugar', 'milk', 'vanilla']"
https://www.allrecipes.com/recipe/221205/pecan-caramel-ice-cream/,Pecan Caramel Ice Cream,"['ice cream', 'milk', 'milk', 'vanilla', 'vanilla', 'salt']"
https://www.allrecipes.com/recipe/245646/pecan-caramel-sauce/,Pecan Caramel Sauce,"['butter', 'salt', 'sugar', 'salt']"
https://www.allrecipes.com/recipe/95366/pecan-cardamom-bar-cookies/,Pecan Cardamom Bar Cookies,"['butter', 'sugar', 'sugar', 'egg', 'vanilla', 'flour', 'salt', 'butter', 'sugar', 'vanilla', 'milk']"
https://www.allrecipes.com/recipe/233788/pecan-carmel-clusters/,Pecan Carmel Clusters,"['butter', 'water', 'chocolate']"
https://www.allrecipes.com/recipe/9301/pecan-cheesecake/,Pecan Cheesecake,"['ham', 'sugar', 'butter', 'cheese', 'sugar', 'egg', 'vanilla', 'sour cream', 'sugar', 'ham', 'sugar']"
https://www.allrecipes.com/recipe/77030/pecan-chewies/,Pecan Chewies,"['butter', 'sugar', 'egg', 'vanilla', 'flour']"
https://www.allrecipes.com/recipe/17186/pecan-chicken-breasts-stuffed-with-cream-cheese-and-broccoli/,Pecan Chicken Breasts Stuffed with Cream Cheese and Broccoli,"['lemon', 'butter', 'garlic', 'basil', 'broccoli', 'onion', 'sour cream', 'cheese', 'chicken', 'egg', 'bread', 'vegetable oil', 'oil']"
https://www.allrecipes.com/recipe/280690/pecan-chicken-salad/,Pecan Chicken Salad,"['mayonnaise', 'white wine', 'vinegar', 'garlic', 'thyme', 'pepper', 'spice', 'chicken', 'celery', 'onion']"
https://www.allrecipes.com/recipe/280664/pecan-chicken-salad-with-apples-and-grapes/,Pecan Chicken Salad with Apples and Grapes,"['chicken', 'celery', 'apple', 'grapes', 'mayonnaise', 'onion', 'ginger', 'mustard', 'pepper', 'salt']"
https://www.allrecipes.com/recipe/15628/pecan-chocolate-chip-pie/,Pecan Chocolate Chip Pie,"['flour', 'salt', 'butter', 'water', 'egg', 'sugar', 'syrup', 'corn', 'butter', 'chocolate']"
https://www.allrecipes.com/recipe/162441/pecan-cilantro-pesto/,Pecan Cilantro Pesto,"['garlic', 'olive oil', 'oil', 'olive', 'pepper']"
https://www.allrecipes.com/recipe/10103/pecan-clouds/,Pecan Clouds,"['egg', 'vanilla', 'sugar']"
https://www.allrecipes.com/recipe/232381/pecan-coconut-chocolate-chip-cookies/,Pecan Coconut Chocolate Chip Cookies,"['flour', 'baking soda', 'salt', 'butter', 'butter', 'sugar', 'sugar', 'egg', 'coconut', 'vanilla', 'coconut', 'chocolate', 'chocolate']"
https://www.allrecipes.com/recipe/27277/pecan-cookies/,Pecan Cookies,"['flour', 'baking powder', 'baking soda', 'salt', 'butter', 'sugar', 'egg', 'vanilla']"
https://www.allrecipes.com/recipe/22330/pecan-crackers/,Pecan Crackers,"['ham', 'sugar', 'butter']"
https://www.allrecipes.com/recipe/234673/pecan-cranberry-butter-tarts/,Pecan Cranberry Butter Tarts,"['sugar', 'cranberries', 'cranberries', 'butter', 'orange', 'egg', 'cranberries', 'cranberries']"
https://www.allrecipes.com/recipe/10217/pecan-crescents/,Pecan Crescents,"['butter', 'salt', 'vanilla', 'flour', 'sugar']"
https://www.allrecipes.com/recipe/81369/pecan-crusted-chicken-salad/,Pecan Crusted Chicken Salad,"['garlic', 'chicken', 'lettuce', 'orange', 'cranberries', 'cranberries', 'cheese']"
https://www.allrecipes.com/recipe/102266/pecan-crusted-chocolate-truffle-pie/,Pecan Crusted Chocolate Truffle Pie,"['sugar', 'butter', 'salt', 'chocolate', 'chocolate', 'butter', 'salt', 'egg', 'sugar', 'vanilla', 'chocolate']"
https://www.allrecipes.com/recipe/61419/pecan-crusted-pork-chops/,Pecan Crusted Pork Chops,"['salt', 'pepper', 'flour', 'egg', 'pork', 'butter', 'salt']"
https://www.allrecipes.com/recipe/15016/pecan-cups/,Pecan Cups,"['cheese', 'butter', 'flour', 'sugar', 'butter', 'egg', 'vanilla']"
https://www.allrecipes.com/recipe/12116/pecan-delight/,Pecan Delight,"['egg', 'sugar', 'vanilla', 'baking powder', 'butter']"
https://www.allrecipes.com/recipe/40319/pecan-dijon-chicken/,Pecan Dijon Chicken,"['mustard', 'honey', 'orange', 'milk', 'butter', 'lemon', 'mustard', 'salt', 'pepper', 'chicken']"
https://www.allrecipes.com/recipe/230573/pecan-encrusted-stuffed-chicken-breasts/,Pecan Encrusted Stuffed Chicken Breasts,"['water', 'butter', 'chicken', 'flour', 'egg', 'bread', 'pepper', 'salt', 'chicken', 'cheese', 'oil']"
https://www.allrecipes.com/recipe/25761/pecan-filled-cookies/,Pecan Filled Cookies,"['butter', 'sugar', 'egg', 'vanilla', 'flour', 'baking soda', 'salt', 'sour cream', 'sugar']"
https://www.allrecipes.com/recipe/16044/pecan-fondant-logs/,Pecan Fondant Logs,"['butter', 'syrup', 'corn', 'vanilla', 'salt', 'sugar']"
https://www.allrecipes.com/recipe/23400/pecan-french-toast/,Pecan French Toast,"['egg', 'orange', 'milk', 'sugar', 'vanilla', 'bread', 'butter', 'orange']"
https://www.allrecipes.com/recipe/266880/pecan-honey-butter/,Pecan Honey Butter,"['butter', 'salt', 'honey']"
https://www.allrecipes.com/recipe/228060/pecan-honey-glazed-fried-chicken/,Pecan Honey Glazed Fried Chicken,"['oil', 'peanut', 'chicken', 'salt', 'egg', 'flour', 'pepper', 'salt', 'butter', 'honey']"
https://www.allrecipes.com/recipe/28583/pecan-jam/,Pecan Jam,"['sugar', 'sugar', 'salt', 'ginger', 'butter', 'apple', 'vinegar']"
https://www.allrecipes.com/recipe/10708/pecan-lace/,Pecan Lace,"['sugar', 'butter', 'flour', 'milk', 'vanilla']"
https://www.allrecipes.com/recipe/9722/pecan-lace-cookies-i/,Pecan Lace Cookies I,"['flour', 'syrup', 'corn', 'sugar', 'butter', 'salt', 'vanilla']"
https://www.allrecipes.com/recipe/26204/pecan-lace-cookies-ii/,Pecan Lace Cookies II,"['butter', 'syrup', 'corn', 'sugar', 'flour']"
https://www.allrecipes.com/recipe/160900/pecan-noodle-kugel/,Pecan Noodle Kugel,"['egg', 'noodles', 'egg', 'butter', 'sugar', 'salt']"
https://www.allrecipes.com/recipe/12473/pecan-nut-crust/,Pecan Nut Crust,"['sugar', 'butter', 'salt']"
https://www.allrecipes.com/recipe/201865/pecan-parsley-pepper-pesto/,Pecan Parsley Pepper Pesto,"['olive oil', 'oil', 'olive', 'cheese', 'olive', 'pepper', 'seed', 'garlic', 'lemon']"
https://www.allrecipes.com/recipe/9487/pecan-pie/,Pecan Pie,"['sugar', 'syrup', 'corn', 'butter', 'water', 'corn', 'egg', 'salt', 'vanilla']"
https://www.allrecipes.com/recipe/13564/pecan-pie-bars-i/,Pecan Pie Bars I,"['flour', 'sugar', 'salt', 'egg', 'syrup', 'corn', 'sugar', 'vanilla']"
https://www.allrecipes.com/recipe/13593/pecan-pie-bars-with-cake-mix/,Pecan Pie Bars with Cake Mix,"['egg', 'egg', 'vanilla', 'syrup', 'corn', 'sugar']"
https://www.allrecipes.com/recipe/256708/pecan-pie-bites/,Pecan Pie Bites,"['sugar', 'butter', 'syrup', 'corn']"
https://www.allrecipes.com/recipe/281987/pecan-pie-bites-from-scratch/,Pecan Pie Bites from Scratch,"['butter', 'salt', 'cheese', 'flour', 'spray', 'sugar', 'egg', 'butter', 'salt', 'vanilla', 'salt']"
https://www.allrecipes.com/recipe/232932/pecan-pie-bread-pudding/,Pecan Pie Bread Pudding,"['bread', 'spray', 'egg', 'milk', 'syrup', 'corn', 'sugar', 'butter', 'vanilla', 'vanilla', 'ice cream', 'syrup', 'syrup']"
https://www.allrecipes.com/recipe/260563/pecan-pie-brownies/,Pecan Pie Brownies,"['spray', 'vegetable oil', 'oil', 'egg', 'water', 'sugar', 'syrup', 'corn', 'egg', 'vanilla', 'salt', 'butter', 'salt']"
https://www.allrecipes.com/recipe/8298/pecan-pie-cake-i/,Pecan Pie Cake I,"['butter', 'sugar', 'butter', 'water', 'egg', 'butter', 'egg', 'milk', 'sugar', 'syrup', 'corn']"
https://www.allrecipes.com/recipe/8355/pecan-pie-cake-ii/,Pecan Pie Cake II,"['flour', 'salt', 'baking soda', 'baking powder', 'sugar', 'butter', 'egg', 'vanilla', 'syrup', 'corn', 'sugar', 'butter', 'egg']"
https://www.allrecipes.com/recipe/26044/pecan-pie-cake-iii/,Pecan Pie Cake III,"['butter', 'sugar', 'egg', 'vanilla', 'butter', 'milk', 'flour', 'baking soda', 'egg', 'syrup', 'corn', 'sugar', 'corn', 'egg', 'syrup', 'corn', 'salt', 'butter', 'vanilla']"
https://www.allrecipes.com/recipe/267847/pecan-pie-cheesecake/,Pecan Pie Cheesecake,"['cheese', 'sugar', 'egg', 'vanilla', 'ham', 'syrup', 'corn', 'sugar']"
https://www.allrecipes.com/recipe/265287/pecan-pie-cobbler/,Pecan Pie Cobbler,"['butter', 'sugar', 'milk', 'flour', 'egg', 'sugar', 'syrup', 'corn', 'butter', 'vanilla']"
https://www.allrecipes.com/recipe/284641/pecan-pie-cobbler/,Pecan Pie Cobbler,"['butter', 'salt', 'flour', 'sugar', 'milk', 'vanilla', 'sugar', 'water']"
https://www.allrecipes.com/recipe/212863/pecan-pie-cookies/,Pecan Pie Cookies,"['butter', 'sugar', 'syrup', 'corn', 'flour', 'baking powder', 'sugar', 'butter', 'egg', 'vanilla']"
https://www.allrecipes.com/recipe/256113/pecan-pie-cupcakes/,Pecan Pie Cupcakes,"['spray', 'sugar', 'flour', 'egg', 'butter', 'vanilla']"
https://www.allrecipes.com/recipe/12082/pecan-pie-i/,Pecan Pie I,"['egg', 'syrup', 'corn', 'sugar', 'flour', 'vanilla']"
https://www.allrecipes.com/recipe/12327/pecan-pie-ii/,Pecan Pie II,"['egg', 'salt', 'sugar', 'butter', 'syrup', 'corn']"
https://www.allrecipes.com/recipe/15702/pecan-pie-iii/,Pecan Pie III,"['sugar', 'syrup', 'corn', 'egg', 'vanilla', 'salt']"
https://www.allrecipes.com/recipe/18471/pecan-pie-iv/,Pecan Pie IV,"['egg', 'sugar', 'flour', 'syrup', 'corn', 'butter', 'vanilla']"
https://www.allrecipes.com/recipe/16945/pecan-pie-muffins/,Pecan Pie Muffins,"['sugar', 'flour', 'butter', 'egg']"
https://www.allrecipes.com/recipe/229743/pecan-pie-pancake-syrup/,Pecan Pie Pancake Syrup,"['water', 'sugar', 'sugar', 'salt', 'butter', 'egg', 'vanilla']"
https://www.allrecipes.com/recipe/11308/pecan-pie-surprise-bars/,Pecan Pie Surprise Bars,"['butter', 'egg', 'sugar', 'syrup', 'corn', 'vanilla', 'egg']"
https://www.allrecipes.com/recipe/15862/pecan-pie-tarts/,Pecan Pie Tarts,"['cheese', 'butter', 'flour', 'butter', 'sugar', 'egg', 'vanilla']"
https://www.allrecipes.com/recipe/22544/pecan-pie-v/,Pecan Pie V,"['sugar', 'sugar', 'butter', 'egg', 'flour', 'milk', 'vanilla']"
https://www.allrecipes.com/recipe/24104/pecan-pie-vi/,Pecan Pie VI,"['butter', 'sugar', 'syrup', 'corn', 'egg', 'salt', 'vanilla']"
